NeuralNetwork(
  (linear_afunc_stack): Sequential(
    (0): BatchNorm1d(5, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (1): Linear(in_features=5, out_features=200, bias=True)
Epoch 56/200, Iteration 7/25, Loss: 0.0080
Epoch 56/200, Iteration 8/25, Loss: 0.0124
Epoch 56/200, Iteration 9/25, Loss: 0.0335
Epoch 56/200, Iteration 10/25, Loss: 0.0234
Epoch 56/200, Iteration 11/25, Loss: 0.0119
Epoch 56/200, Iteration 12/25, Loss: 0.0105
Epoch 56/200, Iteration 13/25, Loss: 0.0317
Epoch 56/200, Iteration 14/25, Loss: 0.0115
Epoch 56/200, Iteration 15/25, Loss: 0.0111
Epoch 56/200, Iteration 16/25, Loss: 0.0148
Epoch 56/200, Iteration 17/25, Loss: 0.0124
Epoch 56/200, Iteration 18/25, Loss: 0.0114
Epoch 56/200, Iteration 19/25, Loss: 0.0143
Epoch 56/200, Iteration 20/25, Loss: 0.0195
Epoch 56/200, Iteration 21/25, Loss: 0.0442
Epoch 56/200, Iteration 22/25, Loss: 0.0191
Epoch 56/200, Iteration 23/25, Loss: 0.0273
Epoch 56/200, Iteration 24/25, Loss: 0.0189
Epoch 56/200, Iteration 25/25, Loss: 0.0140
Train Error:
 Accuracy: 74.5%, Avg loss: 0.011411, MRE: 0.676182
Test Error:
 Accuracy: 72.5%, Avg loss: 0.012447, MRE: 2.235765
Epoch 57/200, Iteration 1/25, Loss: 0.0244
Epoch 57/200, Iteration 2/25, Loss: 0.0176
Epoch 57/200, Iteration 3/25, Loss: 0.0404
Epoch 57/200, Iteration 4/25, Loss: 0.0162
Epoch 57/200, Iteration 5/25, Loss: 0.0292
Epoch 57/200, Iteration 6/25, Loss: 0.0085
Epoch 57/200, Iteration 7/25, Loss: 0.0143
Epoch 57/200, Iteration 8/25, Loss: 0.0227
Epoch 57/200, Iteration 9/25, Loss: 0.0176
Epoch 57/200, Iteration 10/25, Loss: 0.0212
Epoch 57/200, Iteration 11/25, Loss: 0.0120
Epoch 57/200, Iteration 12/25, Loss: 0.0133
Epoch 57/200, Iteration 13/25, Loss: 0.0155
Epoch 57/200, Iteration 14/25, Loss: 0.0084
Epoch 57/200, Iteration 15/25, Loss: 0.0116
Epoch 57/200, Iteration 16/25, Loss: 0.0156
Epoch 57/200, Iteration 17/25, Loss: 0.0377
Epoch 57/200, Iteration 18/25, Loss: 0.0138
Epoch 57/200, Iteration 19/25, Loss: 0.0146
Epoch 57/200, Iteration 20/25, Loss: 0.0092
Epoch 57/200, Iteration 21/25, Loss: 0.0139
Epoch 57/200, Iteration 22/25, Loss: 0.0175
Epoch 57/200, Iteration 23/25, Loss: 0.0140
Epoch 57/200, Iteration 24/25, Loss: 0.0140
Epoch 57/200, Iteration 25/25, Loss: 0.0192
Train Error:
 Accuracy: 96.5%, Avg loss: 0.012657, MRE: 0.839873
Test Error:
 Accuracy: 94.0%, Avg loss: 0.013036, MRE: 3.034180
Epoch 58/200, Iteration 1/25, Loss: 0.0311
Epoch 58/200, Iteration 2/25, Loss: 0.0162
Epoch 58/200, Iteration 3/25, Loss: 0.0177
Epoch 58/200, Iteration 4/25, Loss: 0.0095
Epoch 58/200, Iteration 5/25, Loss: 0.0155
Epoch 58/200, Iteration 6/25, Loss: 0.0203
Epoch 58/200, Iteration 7/25, Loss: 0.0161
Epoch 58/200, Iteration 8/25, Loss: 0.0209
Epoch 58/200, Iteration 9/25, Loss: 0.0125
Epoch 58/200, Iteration 10/25, Loss: 0.0140
Epoch 58/200, Iteration 11/25, Loss: 0.0184
Epoch 58/200, Iteration 12/25, Loss: 0.0458
Epoch 58/200, Iteration 13/25, Loss: 0.0119
Epoch 58/200, Iteration 14/25, Loss: 0.0140
Epoch 58/200, Iteration 15/25, Loss: 0.0203
Epoch 58/200, Iteration 16/25, Loss: 0.0199
Epoch 58/200, Iteration 17/25, Loss: 0.0142
Epoch 58/200, Iteration 18/25, Loss: 0.0239
Epoch 58/200, Iteration 19/25, Loss: 0.0173
Epoch 58/200, Iteration 20/25, Loss: 0.0299
Epoch 58/200, Iteration 21/25, Loss: 0.0344
Epoch 58/200, Iteration 22/25, Loss: 0.0203
Epoch 58/200, Iteration 23/25, Loss: 0.0143
Epoch 58/200, Iteration 24/25, Loss: 0.0088
Epoch 58/200, Iteration 25/25, Loss: 0.0220
Train Error:
 Accuracy: 90.75%, Avg loss: 0.012139, MRE: 0.862953
Test Error:
 Accuracy: 88.5%, Avg loss: 0.012293, MRE: 3.027487
Epoch 59/200, Iteration 1/25, Loss: 0.0251
Epoch 59/200, Iteration 2/25, Loss: 0.0231
Epoch 59/200, Iteration 3/25, Loss: 0.0107
Epoch 59/200, Iteration 4/25, Loss: 0.0221
Epoch 59/200, Iteration 5/25, Loss: 0.0382
Epoch 59/200, Iteration 6/25, Loss: 0.0281
Epoch 59/200, Iteration 7/25, Loss: 0.0176
Epoch 59/200, Iteration 8/25, Loss: 0.0186
Epoch 59/200, Iteration 9/25, Loss: 0.0126
Epoch 59/200, Iteration 10/25, Loss: 0.0158
Epoch 59/200, Iteration 11/25, Loss: 0.0146
Epoch 59/200, Iteration 12/25, Loss: 0.0075
Epoch 59/200, Iteration 13/25, Loss: 0.0108
Epoch 59/200, Iteration 14/25, Loss: 0.0182
Epoch 59/200, Iteration 15/25, Loss: 0.0077
Epoch 59/200, Iteration 16/25, Loss: 0.0167
Epoch 59/200, Iteration 17/25, Loss: 0.0174
Epoch 59/200, Iteration 18/25, Loss: 0.0176
Epoch 59/200, Iteration 19/25, Loss: 0.0064
Epoch 59/200, Iteration 20/25, Loss: 0.0142
Epoch 59/200, Iteration 21/25, Loss: 0.0224
Epoch 59/200, Iteration 22/25, Loss: 0.0095
Epoch 59/200, Iteration 23/25, Loss: 0.0123
Epoch 59/200, Iteration 24/25, Loss: 0.0116
Epoch 59/200, Iteration 25/25, Loss: 0.0112
Train Error:
 Accuracy: 67.88%, Avg loss: 0.009701, MRE: 0.722401
Test Error:
 Accuracy: 65.0%, Avg loss: 0.011099, MRE: 1.696963
Epoch 60/200, Iteration 1/25, Loss: 0.0142
Epoch 60/200, Iteration 2/25, Loss: 0.0211
Epoch 60/200, Iteration 3/25, Loss: 0.0246
Epoch 60/200, Iteration 4/25, Loss: 0.0204
Epoch 60/200, Iteration 5/25, Loss: 0.0289
Epoch 60/200, Iteration 6/25, Loss: 0.0174
Epoch 60/200, Iteration 7/25, Loss: 0.0129
Epoch 60/200, Iteration 8/25, Loss: 0.0150
Epoch 60/200, Iteration 9/25, Loss: 0.0306
Epoch 60/200, Iteration 10/25, Loss: 0.0180
Epoch 60/200, Iteration 11/25, Loss: 0.0099
Epoch 60/200, Iteration 12/25, Loss: 0.0096
Epoch 60/200, Iteration 13/25, Loss: 0.0257
Epoch 60/200, Iteration 14/25, Loss: 0.0179
Epoch 60/200, Iteration 15/25, Loss: 0.0166
Epoch 60/200, Iteration 16/25, Loss: 0.0177
Epoch 60/200, Iteration 17/25, Loss: 0.0215
Epoch 60/200, Iteration 18/25, Loss: 0.0149
Epoch 60/200, Iteration 19/25, Loss: 0.0145
Epoch 60/200, Iteration 20/25, Loss: 0.0147
Epoch 60/200, Iteration 21/25, Loss: 0.0124
Epoch 60/200, Iteration 22/25, Loss: 0.0086
Epoch 60/200, Iteration 23/25, Loss: 0.0323
Epoch 60/200, Iteration 24/25, Loss: 0.0087
Epoch 60/200, Iteration 25/25, Loss: 0.0154
Train Error:
 Accuracy: 86.0%, Avg loss: 0.007875, MRE: 0.597113
Test Error:
 Accuracy: 85.0%, Avg loss: 0.008843, MRE: 2.002582
Epoch 61/200, Iteration 1/25, Loss: 0.0274
Epoch 61/200, Iteration 2/25, Loss: 0.0215
Epoch 61/200, Iteration 3/25, Loss: 0.0160
Epoch 61/200, Iteration 4/25, Loss: 0.0149
Epoch 61/200, Iteration 5/25, Loss: 0.0079
Epoch 61/200, Iteration 6/25, Loss: 0.0142
Epoch 61/200, Iteration 7/25, Loss: 0.0168
Epoch 61/200, Iteration 8/25, Loss: 0.0315
Epoch 61/200, Iteration 9/25, Loss: 0.0177
Epoch 61/200, Iteration 10/25, Loss: 0.0345
Epoch 61/200, Iteration 11/25, Loss: 0.0257
Epoch 61/200, Iteration 12/25, Loss: 0.0143
Epoch 61/200, Iteration 13/25, Loss: 0.0144
Epoch 61/200, Iteration 14/25, Loss: 0.0091
Epoch 61/200, Iteration 15/25, Loss: 0.0130
Epoch 61/200, Iteration 16/25, Loss: 0.0115
Epoch 61/200, Iteration 17/25, Loss: 0.0239
Epoch 61/200, Iteration 18/25, Loss: 0.0119
Epoch 61/200, Iteration 19/25, Loss: 0.0290
Epoch 61/200, Iteration 20/25, Loss: 0.0095
Epoch 61/200, Iteration 21/25, Loss: 0.0204
Epoch 61/200, Iteration 22/25, Loss: 0.0216
Epoch 61/200, Iteration 23/25, Loss: 0.0119
Epoch 61/200, Iteration 24/25, Loss: 0.0224
Epoch 61/200, Iteration 25/25, Loss: 0.0224
Train Error:
 Accuracy: 84.25%, Avg loss: 0.007867, MRE: 0.639023
Test Error:
 Accuracy: 84.5%, Avg loss: 0.008669, MRE: 2.269357
Epoch 62/200, Iteration 1/25, Loss: 0.0145
Epoch 62/200, Iteration 2/25, Loss: 0.0242
Epoch 62/200, Iteration 3/25, Loss: 0.0084
Epoch 62/200, Iteration 4/25, Loss: 0.0229
Epoch 62/200, Iteration 5/25, Loss: 0.0154
Epoch 62/200, Iteration 6/25, Loss: 0.0171
Epoch 62/200, Iteration 7/25, Loss: 0.0139
Epoch 62/200, Iteration 8/25, Loss: 0.0216
Epoch 62/200, Iteration 9/25, Loss: 0.0310
Epoch 62/200, Iteration 10/25, Loss: 0.0187
Epoch 62/200, Iteration 11/25, Loss: 0.0387
Epoch 62/200, Iteration 12/25, Loss: 0.0122
Epoch 62/200, Iteration 13/25, Loss: 0.0133
Epoch 62/200, Iteration 14/25, Loss: 0.0300
Epoch 62/200, Iteration 15/25, Loss: 0.0207
Epoch 62/200, Iteration 16/25, Loss: 0.0150
Epoch 62/200, Iteration 17/25, Loss: 0.0142
Epoch 62/200, Iteration 18/25, Loss: 0.0203
Epoch 62/200, Iteration 19/25, Loss: 0.0335
Epoch 62/200, Iteration 20/25, Loss: 0.0338
Epoch 62/200, Iteration 21/25, Loss: 0.0115
Epoch 62/200, Iteration 22/25, Loss: 0.0174
Epoch 62/200, Iteration 23/25, Loss: 0.0250
Epoch 62/200, Iteration 24/25, Loss: 0.0153
Epoch 62/200, Iteration 25/25, Loss: 0.0421
Train Error:
 Accuracy: 91.75%, Avg loss: 0.007826, MRE: 0.625875
Test Error:
 Accuracy: 90.5%, Avg loss: 0.008514, MRE: 2.022043
Epoch 63/200, Iteration 1/25, Loss: 0.0102
Epoch 63/200, Iteration 2/25, Loss: 0.0272
Epoch 63/200, Iteration 3/25, Loss: 0.0153
Epoch 63/200, Iteration 4/25, Loss: 0.0165
Epoch 63/200, Iteration 5/25, Loss: 0.0097
Epoch 63/200, Iteration 6/25, Loss: 0.0127
Epoch 63/200, Iteration 7/25, Loss: 0.0106
Epoch 63/200, Iteration 8/25, Loss: 0.0128
Epoch 63/200, Iteration 9/25, Loss: 0.0279
Epoch 63/200, Iteration 10/25, Loss: 0.0220
Epoch 63/200, Iteration 11/25, Loss: 0.0140
Epoch 63/200, Iteration 12/25, Loss: 0.0095
Epoch 63/200, Iteration 13/25, Loss: 0.0146
Epoch 63/200, Iteration 14/25, Loss: 0.0122
Epoch 63/200, Iteration 15/25, Loss: 0.0102
Epoch 63/200, Iteration 16/25, Loss: 0.0216
Epoch 63/200, Iteration 17/25, Loss: 0.0140
Epoch 63/200, Iteration 18/25, Loss: 0.0177
Epoch 63/200, Iteration 19/25, Loss: 0.0160
Epoch 63/200, Iteration 20/25, Loss: 0.0215
Epoch 63/200, Iteration 21/25, Loss: 0.0139
Epoch 63/200, Iteration 22/25, Loss: 0.0140
Epoch 63/200, Iteration 23/25, Loss: 0.0160
Epoch 63/200, Iteration 24/25, Loss: 0.0148
Epoch 63/200, Iteration 25/25, Loss: 0.0162
Train Error:
 Accuracy: 93.12%, Avg loss: 0.008180, MRE: 0.666340
Test Error:
 Accuracy: 91.0%, Avg loss: 0.008955, MRE: 2.268918
Epoch 64/200, Iteration 1/25, Loss: 0.0146
Epoch 64/200, Iteration 2/25, Loss: 0.0226
Epoch 64/200, Iteration 3/25, Loss: 0.0165
Epoch 64/200, Iteration 4/25, Loss: 0.0184
Epoch 64/200, Iteration 5/25, Loss: 0.0092
Epoch 64/200, Iteration 6/25, Loss: 0.0262
Epoch 64/200, Iteration 7/25, Loss: 0.0267
Epoch 64/200, Iteration 8/25, Loss: 0.0190
Epoch 64/200, Iteration 9/25, Loss: 0.0214
Epoch 64/200, Iteration 10/25, Loss: 0.0115
Epoch 64/200, Iteration 11/25, Loss: 0.0242
Epoch 64/200, Iteration 12/25, Loss: 0.0178
Epoch 64/200, Iteration 13/25, Loss: 0.0231
Epoch 64/200, Iteration 14/25, Loss: 0.0146
Epoch 64/200, Iteration 15/25, Loss: 0.0074
Epoch 64/200, Iteration 16/25, Loss: 0.0297
Epoch 64/200, Iteration 17/25, Loss: 0.0119
Epoch 64/200, Iteration 18/25, Loss: 0.0092
Epoch 64/200, Iteration 19/25, Loss: 0.0060
Epoch 64/200, Iteration 20/25, Loss: 0.0134
Epoch 64/200, Iteration 21/25, Loss: 0.0080
Epoch 64/200, Iteration 22/25, Loss: 0.0223
Epoch 64/200, Iteration 23/25, Loss: 0.0149
Epoch 64/200, Iteration 24/25, Loss: 0.0095
Epoch 64/200, Iteration 25/25, Loss: 0.0090
Train Error:
 Accuracy: 76.38%, Avg loss: 0.008109, MRE: 0.703220
Test Error:
 Accuracy: 76.0%, Avg loss: 0.008801, MRE: 2.093299
Epoch 65/200, Iteration 1/25, Loss: 0.0155
Epoch 65/200, Iteration 2/25, Loss: 0.0137
Epoch 65/200, Iteration 3/25, Loss: 0.0192
Epoch 65/200, Iteration 4/25, Loss: 0.0093
Epoch 65/200, Iteration 5/25, Loss: 0.0171
Epoch 65/200, Iteration 6/25, Loss: 0.0167
Epoch 65/200, Iteration 7/25, Loss: 0.0360
Epoch 65/200, Iteration 8/25, Loss: 0.0313
Epoch 65/200, Iteration 9/25, Loss: 0.0099
Epoch 65/200, Iteration 10/25, Loss: 0.0105
Epoch 65/200, Iteration 11/25, Loss: 0.0156
Epoch 65/200, Iteration 12/25, Loss: 0.0093
Epoch 65/200, Iteration 13/25, Loss: 0.0104
Epoch 65/200, Iteration 14/25, Loss: 0.0150
Epoch 65/200, Iteration 15/25, Loss: 0.0210
Epoch 65/200, Iteration 16/25, Loss: 0.0256
Epoch 65/200, Iteration 17/25, Loss: 0.0093
Epoch 65/200, Iteration 18/25, Loss: 0.0140
Epoch 65/200, Iteration 19/25, Loss: 0.0116
Epoch 65/200, Iteration 20/25, Loss: 0.0077
Epoch 65/200, Iteration 21/25, Loss: 0.0132
Epoch 65/200, Iteration 22/25, Loss: 0.0195
Epoch 65/200, Iteration 23/25, Loss: 0.0214
Epoch 65/200, Iteration 24/25, Loss: 0.0139
Epoch 65/200, Iteration 25/25, Loss: 0.0095
Train Error:
 Accuracy: 88.62%, Avg loss: 0.007899, MRE: 0.698699
Test Error:
 Accuracy: 85.5%, Avg loss: 0.008421, MRE: 2.043531
Epoch 66/200, Iteration 1/25, Loss: 0.0128
Epoch 66/200, Iteration 2/25, Loss: 0.0167
Epoch 66/200, Iteration 3/25, Loss: 0.0078
Epoch 66/200, Iteration 4/25, Loss: 0.0107
Epoch 66/200, Iteration 5/25, Loss: 0.0104
Epoch 66/200, Iteration 6/25, Loss: 0.0207
Epoch 66/200, Iteration 7/25, Loss: 0.0114
Epoch 66/200, Iteration 8/25, Loss: 0.0129
Epoch 66/200, Iteration 9/25, Loss: 0.0101
Epoch 66/200, Iteration 10/25, Loss: 0.0100
Epoch 66/200, Iteration 11/25, Loss: 0.0119
Epoch 66/200, Iteration 12/25, Loss: 0.0116
Epoch 66/200, Iteration 13/25, Loss: 0.0119
Epoch 66/200, Iteration 14/25, Loss: 0.0168
Epoch 66/200, Iteration 15/25, Loss: 0.0134
Epoch 66/200, Iteration 16/25, Loss: 0.0246
Epoch 66/200, Iteration 17/25, Loss: 0.0224
Epoch 66/200, Iteration 18/25, Loss: 0.0092
Epoch 66/200, Iteration 19/25, Loss: 0.0355
Epoch 66/200, Iteration 20/25, Loss: 0.0189
Epoch 66/200, Iteration 21/25, Loss: 0.0112
Epoch 66/200, Iteration 22/25, Loss: 0.0179
Epoch 66/200, Iteration 23/25, Loss: 0.0114
Epoch 66/200, Iteration 24/25, Loss: 0.0195
Epoch 66/200, Iteration 25/25, Loss: 0.0199
Train Error:
 Accuracy: 64.38%, Avg loss: 0.009455, MRE: 0.862645
Test Error:
 Accuracy: 64.5%, Avg loss: 0.010070, MRE: 1.941548
Epoch 67/200, Iteration 1/25, Loss: 0.0419
Epoch 67/200, Iteration 2/25, Loss: 0.0118
Epoch 67/200, Iteration 3/25, Loss: 0.0353
Epoch 67/200, Iteration 4/25, Loss: 0.0110
Epoch 67/200, Iteration 5/25, Loss: 0.0193
Epoch 67/200, Iteration 6/25, Loss: 0.0160
Epoch 67/200, Iteration 7/25, Loss: 0.0164
Epoch 67/200, Iteration 8/25, Loss: 0.0221
Epoch 67/200, Iteration 9/25, Loss: 0.0231
Epoch 67/200, Iteration 10/25, Loss: 0.0382
Epoch 67/200, Iteration 11/25, Loss: 0.0106
Epoch 67/200, Iteration 12/25, Loss: 0.0096
Epoch 67/200, Iteration 13/25, Loss: 0.0096
Epoch 67/200, Iteration 14/25, Loss: 0.0125
Epoch 67/200, Iteration 15/25, Loss: 0.0108
Epoch 67/200, Iteration 16/25, Loss: 0.0444
Epoch 67/200, Iteration 17/25, Loss: 0.0082
Epoch 67/200, Iteration 18/25, Loss: 0.0223
Epoch 67/200, Iteration 19/25, Loss: 0.0209
Epoch 67/200, Iteration 20/25, Loss: 0.0091
Epoch 67/200, Iteration 21/25, Loss: 0.0235
Epoch 67/200, Iteration 22/25, Loss: 0.0200
Epoch 67/200, Iteration 23/25, Loss: 0.0072
Epoch 67/200, Iteration 24/25, Loss: 0.0126
Epoch 67/200, Iteration 25/25, Loss: 0.0145
Train Error:
 Accuracy: 79.0%, Avg loss: 0.007879, MRE: 0.656303
Test Error:
 Accuracy: 76.5%, Avg loss: 0.008747, MRE: 1.863679
Epoch 68/200, Iteration 1/25, Loss: 0.0248
Epoch 68/200, Iteration 2/25, Loss: 0.0168
Epoch 68/200, Iteration 3/25, Loss: 0.0074
Epoch 68/200, Iteration 4/25, Loss: 0.0164
Epoch 68/200, Iteration 5/25, Loss: 0.0329
Epoch 68/200, Iteration 6/25, Loss: 0.0157
Epoch 68/200, Iteration 7/25, Loss: 0.0237
Epoch 68/200, Iteration 8/25, Loss: 0.0143
Epoch 68/200, Iteration 9/25, Loss: 0.0324
Epoch 68/200, Iteration 10/25, Loss: 0.0146
Epoch 68/200, Iteration 11/25, Loss: 0.0256
Epoch 68/200, Iteration 12/25, Loss: 0.0221
Epoch 68/200, Iteration 13/25, Loss: 0.0142
Epoch 68/200, Iteration 14/25, Loss: 0.0151
Epoch 68/200, Iteration 15/25, Loss: 0.0123
Epoch 68/200, Iteration 16/25, Loss: 0.0251
Epoch 68/200, Iteration 17/25, Loss: 0.0147
Epoch 68/200, Iteration 18/25, Loss: 0.0194
Epoch 68/200, Iteration 19/25, Loss: 0.0323
Epoch 68/200, Iteration 20/25, Loss: 0.0299
Epoch 68/200, Iteration 21/25, Loss: 0.0131
Epoch 68/200, Iteration 22/25, Loss: 0.0083
Epoch 68/200, Iteration 23/25, Loss: 0.0303
Epoch 68/200, Iteration 24/25, Loss: 0.0145
Epoch 68/200, Iteration 25/25, Loss: 0.0128
Train Error:
 Accuracy: 87.75%, Avg loss: 0.007841, MRE: 0.589121
Test Error:
 Accuracy: 84.5%, Avg loss: 0.008684, MRE: 2.313267
Epoch 69/200, Iteration 1/25, Loss: 0.0167
Epoch 69/200, Iteration 2/25, Loss: 0.0103
Epoch 69/200, Iteration 3/25, Loss: 0.0143
Epoch 69/200, Iteration 4/25, Loss: 0.0236
Epoch 69/200, Iteration 5/25, Loss: 0.0164
Epoch 69/200, Iteration 6/25, Loss: 0.0096
Epoch 69/200, Iteration 7/25, Loss: 0.0567
Epoch 69/200, Iteration 8/25, Loss: 0.0118
Epoch 69/200, Iteration 9/25, Loss: 0.0098
Epoch 69/200, Iteration 10/25, Loss: 0.0172
Epoch 69/200, Iteration 11/25, Loss: 0.0091
Epoch 69/200, Iteration 12/25, Loss: 0.0126
Epoch 69/200, Iteration 13/25, Loss: 0.0108
Epoch 69/200, Iteration 14/25, Loss: 0.0134
Epoch 69/200, Iteration 15/25, Loss: 0.0125
Epoch 69/200, Iteration 16/25, Loss: 0.0153
Epoch 69/200, Iteration 17/25, Loss: 0.0174
Epoch 69/200, Iteration 18/25, Loss: 0.0116
Epoch 69/200, Iteration 19/25, Loss: 0.0195
Epoch 69/200, Iteration 20/25, Loss: 0.0136
Epoch 69/200, Iteration 21/25, Loss: 0.0220
Epoch 69/200, Iteration 22/25, Loss: 0.0152
Epoch 69/200, Iteration 23/25, Loss: 0.0162
Epoch 69/200, Iteration 24/25, Loss: 0.0100
Epoch 69/200, Iteration 25/25, Loss: 0.0266
Train Error:
 Accuracy: 95.5%, Avg loss: 0.009232, MRE: 0.651056
Test Error:
 Accuracy: 92.5%, Avg loss: 0.009637, MRE: 2.505534
Epoch 70/200, Iteration 1/25, Loss: 0.0381
Epoch 70/200, Iteration 2/25, Loss: 0.0239
Epoch 70/200, Iteration 3/25, Loss: 0.0140
Epoch 70/200, Iteration 4/25, Loss: 0.0192
Epoch 70/200, Iteration 5/25, Loss: 0.0173
Epoch 70/200, Iteration 6/25, Loss: 0.0119
Epoch 70/200, Iteration 7/25, Loss: 0.0158
Epoch 70/200, Iteration 8/25, Loss: 0.0113
Epoch 70/200, Iteration 9/25, Loss: 0.0197
Epoch 70/200, Iteration 10/25, Loss: 0.0147
Epoch 70/200, Iteration 11/25, Loss: 0.0232
Epoch 70/200, Iteration 12/25, Loss: 0.0188
Epoch 70/200, Iteration 13/25, Loss: 0.0201
Epoch 70/200, Iteration 14/25, Loss: 0.0223
Epoch 70/200, Iteration 15/25, Loss: 0.0139
Epoch 70/200, Iteration 16/25, Loss: 0.0198
Epoch 70/200, Iteration 17/25, Loss: 0.0113
Epoch 70/200, Iteration 18/25, Loss: 0.0115
Epoch 70/200, Iteration 19/25, Loss: 0.0105
Epoch 70/200, Iteration 20/25, Loss: 0.0470
Epoch 70/200, Iteration 21/25, Loss: 0.0059
Epoch 70/200, Iteration 22/25, Loss: 0.0156
Epoch 70/200, Iteration 23/25, Loss: 0.0087
Epoch 70/200, Iteration 24/25, Loss: 0.0315
Epoch 70/200, Iteration 25/25, Loss: 0.0088
Train Error:
 Accuracy: 96.88%, Avg loss: 0.008911, MRE: 0.608836
Test Error:
 Accuracy: 94.0%, Avg loss: 0.009658, MRE: 2.342836
Epoch 71/200, Iteration 1/25, Loss: 0.0135
Epoch 71/200, Iteration 2/25, Loss: 0.0217
Epoch 71/200, Iteration 3/25, Loss: 0.0208
Epoch 71/200, Iteration 4/25, Loss: 0.0138
Epoch 71/200, Iteration 5/25, Loss: 0.0359
Epoch 71/200, Iteration 6/25, Loss: 0.0255
Epoch 71/200, Iteration 7/25, Loss: 0.0107
Epoch 71/200, Iteration 8/25, Loss: 0.0087
Epoch 71/200, Iteration 9/25, Loss: 0.0106
Epoch 71/200, Iteration 10/25, Loss: 0.0114
Epoch 71/200, Iteration 11/25, Loss: 0.0381
Epoch 71/200, Iteration 12/25, Loss: 0.0226
Epoch 71/200, Iteration 13/25, Loss: 0.0312
Epoch 71/200, Iteration 14/25, Loss: 0.0235
Epoch 71/200, Iteration 15/25, Loss: 0.0147
Epoch 71/200, Iteration 16/25, Loss: 0.0146
Epoch 71/200, Iteration 17/25, Loss: 0.0132
Epoch 71/200, Iteration 18/25, Loss: 0.0105
Epoch 71/200, Iteration 19/25, Loss: 0.0179
Epoch 71/200, Iteration 20/25, Loss: 0.0170
Epoch 71/200, Iteration 21/25, Loss: 0.0106
Epoch 71/200, Iteration 22/25, Loss: 0.0104
Epoch 71/200, Iteration 23/25, Loss: 0.0077
Epoch 71/200, Iteration 24/25, Loss: 0.0227
Epoch 71/200, Iteration 25/25, Loss: 0.0149
Train Error:
 Accuracy: 83.62%, Avg loss: 0.007644, MRE: 0.616594
Test Error:
 Accuracy: 81.5%, Avg loss: 0.008548, MRE: 1.774335
Epoch 72/200, Iteration 1/25, Loss: 0.0120
Epoch 72/200, Iteration 2/25, Loss: 0.0083
Epoch 72/200, Iteration 3/25, Loss: 0.0227
Epoch 72/200, Iteration 4/25, Loss: 0.0105
Epoch 72/200, Iteration 5/25, Loss: 0.0100
Epoch 72/200, Iteration 6/25, Loss: 0.0093
Epoch 72/200, Iteration 7/25, Loss: 0.0340
Epoch 72/200, Iteration 8/25, Loss: 0.0219
Epoch 72/200, Iteration 9/25, Loss: 0.0086
Epoch 72/200, Iteration 10/25, Loss: 0.0122
Epoch 72/200, Iteration 11/25, Loss: 0.0375
Epoch 72/200, Iteration 12/25, Loss: 0.0092
Epoch 72/200, Iteration 13/25, Loss: 0.0388
Epoch 72/200, Iteration 14/25, Loss: 0.0172
Epoch 72/200, Iteration 15/25, Loss: 0.0150
Epoch 72/200, Iteration 16/25, Loss: 0.0105
Epoch 72/200, Iteration 17/25, Loss: 0.0206
Epoch 72/200, Iteration 18/25, Loss: 0.0332
Epoch 72/200, Iteration 19/25, Loss: 0.0122
Epoch 72/200, Iteration 20/25, Loss: 0.0261
Epoch 72/200, Iteration 21/25, Loss: 0.0143
Epoch 72/200, Iteration 22/25, Loss: 0.0128
Epoch 72/200, Iteration 23/25, Loss: 0.0117
Epoch 72/200, Iteration 24/25, Loss: 0.0224
Epoch 72/200, Iteration 25/25, Loss: 0.0357
Train Error:
 Accuracy: 82.25%, Avg loss: 0.008808, MRE: 0.581115
Test Error:
 Accuracy: 77.5%, Avg loss: 0.009948, MRE: 2.437139
Epoch 73/200, Iteration 1/25, Loss: 0.0223
Epoch 73/200, Iteration 2/25, Loss: 0.0259
Epoch 73/200, Iteration 3/25, Loss: 0.0175
Epoch 73/200, Iteration 4/25, Loss: 0.0110
Epoch 73/200, Iteration 5/25, Loss: 0.0146
Epoch 73/200, Iteration 6/25, Loss: 0.0452
Epoch 73/200, Iteration 7/25, Loss: 0.0286
Epoch 73/200, Iteration 8/25, Loss: 0.0270
Epoch 73/200, Iteration 9/25, Loss: 0.0097
Epoch 73/200, Iteration 10/25, Loss: 0.0247
Epoch 73/200, Iteration 11/25, Loss: 0.0304
Epoch 73/200, Iteration 12/25, Loss: 0.0141
Epoch 73/200, Iteration 13/25, Loss: 0.0103
Epoch 73/200, Iteration 14/25, Loss: 0.0131
Epoch 73/200, Iteration 15/25, Loss: 0.0199
Epoch 73/200, Iteration 16/25, Loss: 0.0118
Epoch 73/200, Iteration 17/25, Loss: 0.0143
Epoch 73/200, Iteration 18/25, Loss: 0.0185
Epoch 73/200, Iteration 19/25, Loss: 0.0138
Epoch 73/200, Iteration 20/25, Loss: 0.0141
Epoch 73/200, Iteration 21/25, Loss: 0.0487
Epoch 73/200, Iteration 22/25, Loss: 0.0092
Epoch 73/200, Iteration 23/25, Loss: 0.0232
Epoch 73/200, Iteration 24/25, Loss: 0.0197
Epoch 73/200, Iteration 25/25, Loss: 0.0131
Train Error:
 Accuracy: 67.5%, Avg loss: 0.010044, MRE: 0.615739
Test Error:
